Date of Download: 2023-06-13_15:16:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search Parameters: Data Level:all  Trait List:  Trial List:11142  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,branching level counting|CO_334:0000079,dry matter content by specific gravity method|CO_334:0000160,first apical branch height measurement in cm|CO_334:0000106,fresh root yield|CO_334:0000013,fresh storage root weight per plot|CO_334:0000012,initial plant vigor assessment 1-5|CO_334:0000220,lodged plants estimation 1-3|CO_334:0000301,marketable root number counting|CO_334:0000169,number of planted stakes per plot counting|CO_334:0000159,plant architecture visual rating 1-5|CO_334:0000099,plant height measurement in cm|CO_334:0000018,plant height with leaf in cm|CO_334:0000123,plant stands harvested counting|CO_334:0000010,root color visual rating 1-3|CO_334:0000221,root constriction visual rating 1-3|CO_334:0000109,root evaluation scaled 1-5|CO_334:0000228,root length evaluation scaled 1-3|CO_334:0000226,root weight in air|CO_334:0000157,root weight in water|CO_334:0000158,sprout count discrete counting|CO_334:0000138,storage root neck length visual rating 1-3|CO_334:0000223,storage root shape visual rating 1-6|CO_334:0000020,thrips severity : visual 1-5|CO_334:0002084,total carotenoid by chart 1-8|CO_334:0000161,notes
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207571,AM1605A-56,,plot,5914089,202268IDEPR_cere_rep1_AM1605A-56_772,1,1,772,18,21,test,,0,35.27212885,180,11.01190476,3.7,4,1,2,4,2,180,50,4,3,1,4,2,2800,301,4,1,3,,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207572,AM1605A-57,,plot,5914417,202268IDEPR_cere_rep1_AM1605A-57_226,1,1,226,6,39,test,,0,35.58311119,130,9.821428571,3.3,3,1,4,4,3,130,60,3,3,1,3,2,3200,349,3,3,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207573,AM1605A-58,,plot,5914256,202268IDEPR_cere_rep1_AM1605A-58_509,1,1,509,12,20,test,,1,38.74969535,140,13.39285714,4.5,4,1,4,4,2,170,60,4,3,1,3,2,1500,187,3,1,3,,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207574,AM1605A-59,,plot,5913811,202268IDEPR_cere_rep1_AM1605A-59_624,1,1,624,15,8,test,,0,37.22501573,150,5.952380952,2,3,1,0,4,3,150,40,4,3,1,4,1,1800,211,4,1,2,,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207575,AM1605A-60,,plot,5914572,202268IDEPR_cere_rep1_AM1605A-60_317,1,1,317,8,36,test,,0,30.44046322,220,3.273809524,1.1,1,1,0,4,1,220,60,2,3,1,4,1,1200,99,4,2,2,1,1," 2  (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207576,AM1605A-61,,plot,5913755,202268IDEPR_cere_rep1_AM1605A-61_708,1,1,708,17,4,test,,0,36.81879607,140,7.738095238,2.6,4,1,0,4,3,140,50,4,3,1,4,2,2300,265,4,2,3,,2," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207577,AM1605A-62,,plot,5914716,202268IDEPR_cere_rep1_AM1605A-62_306,1,1,306,7,42,test,,0,35.92404844,150,19.49404762,6.55,4,1,8,4,4,150,5,3,3,1,3,2,3900,432,3,2,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207578,AM1605A-63,,plot,5914682,202268IDEPR_cere_rep1_AM1605A-63_151,1,1,151,4,26,test,,3,41.57291516,50,5.654761905,1.9,3,1,4,4,4,130,20,2,3,1,3,2,1600,221,1,2,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207579,AM1605A-64,,plot,5913727,202268IDEPR_cere_rep1_AM1605A-64_402,1,1,402,10,39,test,,0,37.49087421,180,19.19642857,6.45,5,1,10,4,2,180,70,4,3,2,3,3,3400,403,4,1,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207580,AM1605A-65,,plot,5914382,202268IDEPR_cere_rep1_AM1605A-65_118,1,1,118,3,30,test,,0,37.5358156,120,15.92261905,5.35,2,1,7,4,3,120,20,4,3,1,3,2,4000,475,4,2,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207581,AM1605A-66,,plot,5914268,202268IDEPR_cere_rep1_AM1605A-66_593,1,1,593,14,24,test,,0,36.63064516,120,6.994047619,2.35,3,1,0,4,4,120,5,4,3,1,4,1,2100,240,4,1,2,,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207582,AM1605A-67,,plot,5913988,202268IDEPR_cere_rep1_AM1605A-67_202,1,1,202,5,26,test,,0,36.77485876,180,11.9047619,4,4,1,2,4,4,180,60,4,3,1,3,2,2400,276,4,2,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207583,AM1605A-68,,plot,5914338,202268IDEPR_cere_rep1_AM1605A-68_741,1,1,741,17,37,test,,0,34.9416123,170,3.571428571,1.2,3,1,2,4,4,170,50,2,3,1,3,2,1200,127,2,1,1,,2," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207584,AM1605A-69,,plot,5914683,202268IDEPR_cere_rep1_AM1605A-69_312,1,1,312,8,41,test,,2,37.37267442,60,27.08333333,9.1,5,1,12,4,2,180,50,4,3,1,2,2,3900,460,4,3,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207585,AM1605A-70,,plot,5914452,202268IDEPR_cere_rep1_AM1605A-70_793,1,1,793,19,1,test,,0,37.59952111,140,9.821428571,3.3,3,1,4,4,2,140,40,4,3,1,3,2,3200,381,4,1,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207586,AM1605A-71,,plot,5915031,202268IDEPR_cere_rep1_AM1605A-71_550,1,1,550,13,22,test,,0,37.28144476,160,15.47619048,5.2,4,1,8,4,2,160,60,4,3,2,4,2,2400,282,4,2,3,,2," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207587,AM1605A-72,,plot,5914656,202268IDEPR_cere_rep1_AM1605A-72_437,1,1,437,10,4,test,,0,35.77022472,150,6.25,2.1,3,1,0,4,1,150,50,4,3,2,5,2,1500,165,4,2,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207589,AM1605A-74,,plot,5914636,202268IDEPR_cere_rep1_AM1605A-74_757,1,1,757,18,36,test,,0,33.17496225,190,7.44047619,2.5,4,1,2,4,1,190,50,4,3,2,4,2,2200,213,4,1,3,,2," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207590,AM1605A-75,,plot,5914741,202268IDEPR_cere_rep1_AM1605A-75_460,1,1,460,11,20,test,,0,40.90953757,170,14.43452381,4.85,4,1,6,4,2,170,50,3,3,2,3,2,3200,432,3,1,3,4,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207591,AM1605A-76,,plot,5915158,202268IDEPR_cere_rep1_AM1605A-76_775,1,1,775,18,18,test,,0,38.99099142,160,7.142857143,2.4,4,1,4,4,2,160,40,3,3,1,4,2,2400,302,3,1,3,,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207592,AM1605A-77,,plot,5913800,202268IDEPR_cere_rep1_AM1605A-77_617,1,1,617,15,1,test,,0,35.27212885,180,3.571428571,1.2,3,1,0,4,2,180,70,4,3,2,4,2,1200,129,4,1,3,,2," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207593,AM1605A-78,,plot,5914604,202268IDEPR_cere_rep1_AM1605A-78_75,1,1,75,2,14,test,,0,38.84810581,190,21.72619048,7.3,5,1,6,4,1,190,70,4,3,1,3,2,3500,438,4,3,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207594,AM1605A-79,,plot,5914854,202268IDEPR_cere_rep1_AM1605A-79_319,1,1,319,8,34,test,,0,36.30462059,170,22.61904762,7.6,5,1,8,4,3,170,30,4,3,1,3,2,4500,507,4,2,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207595,AM1605A-80,,plot,5914200,202268IDEPR_cere_rep1_AM1605A-80_438,1,1,438,10,3,test,,0,35.00507745,100,5.208333333,1.75,2,1,0,4,4,100,30,4,3,2,5,1,1300,138,4,2,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207596,AM1605A-81,,plot,5913939,202268IDEPR_cere_rep1_AM1605A-81_275,1,1,275,7,11,test,,0,38.61210046,120,2.976190476,1,1,1,1,4,4,120,50,2,3,1,3,2,1000,124,2,1,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207597,AM1605A-82,,plot,5914848,202268IDEPR_cere_rep1_AM1605A-82_489,1,1,489,12,40,test,,0,36.09047726,130,13.24404762,4.45,3,1,3,4,4,130,40,4,3,2,4,3,2500,279,4,3,3,,2," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207598,AM1605A-83,,plot,5913868,202268IDEPR_cere_rep1_AM1605A-83_781,1,1,781,18,12,test,,0,39.93275154,120,12.79761905,4.3,4,1,7,4,4,120,20,4,3,1,3,2,2800,365,4,1,3,,2," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207599,AM1605A-84,,plot,5914254,202268IDEPR_cere_rep1_AM1605A-84_754,1,1,754,18,39,test,,0,29.45391331,160,5.952380952,2,4,1,0,4,2,160,40,4,3,2,5,3,1800,139,4,3,3,,2," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207600,AM1605A-85,,plot,5915127,202268IDEPR_cere_rep1_AM1605A-85_394,1,1,394,9,42,test,,0,37.04468125,160,11.01190476,3.7,3,1,3,4,2,160,50,3,3,1,3,2,3000,349,4,1,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207601,AM1605A-86,,plot,5914311,202268IDEPR_cere_rep1_AM1605A-86_453,1,1,453,11,13,test,,0,40.00236017,220,14.58333333,4.9,5,1,4,4,2,220,60,4,3,1,3,2,2900,379,4,1,3,4,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207602,AM1605A-87,,plot,5915021,202268IDEPR_cere_rep1_AM1605A-87_311,1,1,311,8,42,test,,0,36.83802543,140,11.60714286,3.9,4,1,7,4,4,140,20,3,3,1,3,2,3200,369,4,1,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207603,AM1605A-88,,plot,5915032,202268IDEPR_cere_rep1_AM1605A-88_555,1,1,555,13,27,test,,0,44.5040275,150,29.31547619,9.85,3,1,2,4,2,150,50,4,3,1,4,1,600,91,4,1,3,,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207604,AM1605A-89,,plot,5914853,202268IDEPR_cere_rep1_AM1605A-89_595,1,1,595,14,22,test,,0,38.03165997,190,24.10714286,8.1,4,1,12,4,2,190,60,4,3,1,2,2,3400,412,4,2,3,,2," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207606,AM1605A-91,,plot,5914847,202268IDEPR_cere_rep1_AM1605A-91_417,1,1,417,10,24,test,,0,32.69420317,150,11.75595238,3.95,4,1,5,4,2,150,40,4,3,2,3,2,3000,283,4,2,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207607,AM1605A-92,,plot,5913577,202268IDEPR_cere_rep1_AM1605A-92_388,1,1,388,9,36,test,,0,34.6534194,160,17.85714286,6,4,1,9,4,3,160,30,4,3,1,3,2,3200,334,4,2,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207608,AM1605A-93,,plot,5915162,202268IDEPR_cere_rep1_AM1605A-93_115,1,1,115,3,27,test,,2,35.53547855,50,5.357142857,1.8,3,1,0,4,5,120,20,3,3,1,4,2,1700,185,3,2,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207609,AM1605A-94,,plot,5914926,202268IDEPR_cere_rep1_AM1605A-94_396,1,1,396,9,44,test,,0,36.49035291,160,,,3,1,5,4,2,160,50,4,3,1,3,1,3900,443,4,1,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207610,AM1605A-95,,plot,5914281,202268IDEPR_cere_rep1_AM1605A-95_45,1,1,45,2,44,test,,1,37.524741,50,8.333333333,2.8,3,1,3,4,2,170,30,2,3,1,3,2,2300,273,3,2,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207611,AM1605A-96,,plot,5913737,202268IDEPR_cere_rep1_AM1605A-96_655,1,1,655,15,39,test,,0,35.40769623,200,16.66666667,5.6,4,1,7,4,2,200,60,4,3,1,2,2,3300,357,4,1,3,,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207612,AM1605A-97,,plot,5914188,202268IDEPR_cere_rep1_AM1605A-97_672,1,1,672,16,33,test,,0,37.73082192,160,15.47619048,5.2,4,1,6,4,1,160,50,4,3,1,2,2,3400,407,4,2,3,,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207613,AM1605A-98,,plot,5913614,202268IDEPR_cere_rep1_AM1605A-98_253,1,1,253,6,12,test,,0,36.00106015,170,9.821428571,3.3,2,1,4,4,4,170,50,4,3,1,3,2,2600,289,4,1,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207614,AM1605A-99,,plot,5914175,202268IDEPR_cere_rep1_AM1605A-99_796,1,1,796,19,4,test,,0,35.65929507,160,18.60119048,6.25,5,1,7,4,2,160,40,4,3,1,3,2,3600,394,4,1,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207617,AM1627A-100,,plot,5914654,202268IDEPR_cere_rep1_AM1627A-100_48,1,1,48,2,41,test,,0,38.89422755,130,23.21428571,7.8,4,1,7,4,3,130,20,4,1,2,3,2,4100,514,4,1,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207618,AM1627A-101,,plot,5914199,202268IDEPR_cere_rep1_AM1627A-101_84,1,1,84,2,5,test,,0,35.72028924,210,16.66666667,5.6,4,1,5,4,3,210,70,4,1,1,3,2,4000,439,4,2,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207619,AM1627A-102,,plot,5914482,202268IDEPR_cere_rep1_AM1627A-102_456,1,1,456,11,16,test,,0,36.29296913,190,10.86309524,3.65,4,1,2,4,2,190,40,4,1,1,3,1,2300,259,4,2,2,4,2," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207620,AM1627A-103,,plot,5914035,202268IDEPR_cere_rep1_AM1627A-103_302,1,1,302,7,38,test,,0,39.5796863,150,11.60714286,3.9,3,1,3,4,4,150,30,4,3,1,3,1,3000,386,4,1,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207621,AM1627A-104,,plot,5913950,202268IDEPR_cere_rep1_AM1627A-104_81,1,1,81,2,8,test,,0,37.49233536,190,25.5952381,8.6,5,2,9,4,1,190,50,4,1,2,3,2,4100,486,4,2,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207616,AM1627A-10,,plot,5914029,202268IDEPR_cere_rep1_AM1627A-10_633,1,1,633,15,17,test,,0,35.03716137,130,8.035714286,2.7,4,1,3,4,2,130,40,4,1,2,4,1,1900,202,4,1,2,,2," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207623,AM1627A-106,,plot,5913657,202268IDEPR_cere_rep1_AM1627A-106_679,1,1,679,16,26,test,,0,36.10384615,170,2.083333333,0.7,3,1,0,4,2,170,30,2,1,2,4,2,600,67,3,1,3,,2," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207624,AM1627A-107,,plot,5913958,202268IDEPR_cere_rep1_AM1627A-107_375,1,1,375,9,23,test,,0,38.65202578,150,12.94642857,4.35,4,1,7,4,3,150,10,1,1,2,3,2,3100,385,4,2,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207625,AM1627A-108,,plot,5914270,202268IDEPR_cere_rep1_AM1627A-108_385,1,1,385,9,33,test,,0,37.03717519,100,8.18452381,2.75,2,1,5,4,4,100,5,4,1,2,3,1,2700,314,4,1,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207626,AM1627A-109,,plot,5913925,202268IDEPR_cere_rep1_AM1627A-109_451,1,1,451,11,11,test,,0,36.4387218,120,12.20238095,4.1,3,1,4,4,4,120,20,4,1,1,3,2,2700,306,4,1,3,2,2," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11142,202268IDEPR_cere,202268IDEPR_cere,RCBD,1.2,2.8,,no,no,2022-July-29,2023-April-18,64,"Cerete. Cordoba, Colombia",4207629,AM1627A-111,,plot,5914666,202268IDEPR_cere_rep1_AM1627A-111_250,1,1,250,6,15,test,,2,39.64050466,110,24.55357143,8.25,3,1,11,4,5,150,20,4,2,2,2,2,4800,619,4,2,3,2,2," (Operator: lizbethpino, Time: )"
