Date of Download: 2023-06-13_15:13:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search Parameters: Data Level:all  Trait List:  Trial List:10977  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,branching level counting|CO_334:0000079,dry matter content by specific gravity method|CO_334:0000160,first apical branch height measurement in cm|CO_334:0000106,fresh root yield|CO_334:0000013,fresh storage root weight per plot|CO_334:0000012,initial plant vigor assessment 1-5|CO_334:0000220,lodged plants estimation 1-3|CO_334:0000301,marketable root number counting|CO_334:0000169,number of planted stakes per plot counting|CO_334:0000159,plant architecture visual rating 1-5|CO_334:0000099,plant height measurement in cm|CO_334:0000018,plant height with leaf in cm|CO_334:0000123,plant stands harvested counting|CO_334:0000010,root color visual rating 1-3|CO_334:0000221,root constriction visual rating 1-3|CO_334:0000109,root evaluation scaled 1-5|CO_334:0000228,root length evaluation scaled 1-3|CO_334:0000226,root weight in air|CO_334:0000157,root weight in water|CO_334:0000158,rotted storage root counting|CO_334:0000084,sprout count discrete counting|CO_334:0000138,storage root neck length visual rating 1-3|CO_334:0000223,storage root shape visual rating 1-6|CO_334:0000020,thrips severity : visual 1-5|CO_334:0002084,total carotenoid by chart 1-8|CO_334:0000161,notes
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207931,GM14049B-130,,plot,5328985,202267IDEPR_repe_rep1_GM14049B-130_113,1,1,113,3,21,test,,3,40.3279971,140,20.91346154,8.7,3,1,16,4,2,210,50,4,3,,2,3,3970,525,0,4,2,1,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207932,GM14049B-131,,plot,5329977,202267IDEPR_repe_rep1_GM14049B-131_777,1,1,777,17,41,test,,4,37.72313594,60,20.43269231,8.5,3,1,17,4,4,150,20,4,3,1,2,3,4220,505,0,4,1,2,3,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207933,GM14049B-132,,plot,5329495,202267IDEPR_repe_rep1_GM14049B-132_602,1,1,602,14,43,test,,0,39.64863099,160,18.26923077,7.6,4,1,12,4,2,160,40,4,1,1,3,3,3690,476,0,4,2,3,2,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207934,GM14049B-133,,plot,5329116,202267IDEPR_repe_rep1_GM14049B-133_123,1,1,123,3,31,test,,0,40.37401931,180,19.95192308,8.3,3,1,15,4,2,180,40,4,3,1,2,3,3820,506,0,4,1,3,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207935,GM14049B-134,,plot,5329131,202267IDEPR_repe_rep1_GM14049B-134_452,1,1,452,10,9,test,,0,38.55066976,230,25.24038462,10.5,4,1,20,4,2,230,40,4,3,1,1,3,4430,548,1,4,1,2,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207936,GM14049B-135,,plot,5329339,202267IDEPR_repe_rep1_GM14049B-135_667,1,1,667,15,23,test,,0,33.26406636,180,18.02884615,7.5,3,1,14,4,2,180,40,4,3,1,2,3,4040,393,0,4,1,3,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207937,GM14049B-136,,plot,5329105,202267IDEPR_repe_rep1_GM14049B-136_65,1,1,65,2,28,test,,0,39.51761595,150,9.134615385,3.8,3,1,16,4,3,150,30,4,1,1,3,3,2820,362,0,4,1,3,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207938,GM14049B-137,,plot,5329213,202267IDEPR_repe_rep1_GM14049B-137_701,1,1,701,16,36,test,,0,37.68749281,170,15.625,6.5,3,1,8,4,4,170,30,4,3,1,2,3,3950,472,0,4,1,3,3,2," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207939,GM14049B-138,,plot,5330091,202267IDEPR_repe_rep1_GM14049B-138_603,1,1,603,14,42,test,,0,37.22890625,200,11.77884615,4.9,4,1,9,4,2,200,40,4,3,1,3,3,3480,408,7,4,2,3,3,3," (Operator: lizbethpino, Time: ), Pudricion (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207940,GM14049B-139,,plot,5329411,202267IDEPR_repe_rep1_GM14049B-139_816,1,1,816,18,13,test,,0,41.39647393,230,21.15384615,8.8,4,1,16,4,1,230,40,4,3,1,2,2,4290,589,0,4,1,2,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207942,GM14049B-141,,plot,5329762,202267IDEPR_repe_rep1_GM14049B-141_58,1,1,58,2,35,test,,1,35.60629067,110,23.07692308,9.6,4,1,11,4,2,220,50,4,3,1,2,3,4140,452,9,4,1,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207944,GM14049B-143,,plot,5329890,202267IDEPR_repe_rep1_GM14049B-143_106,1,1,106,3,14,test,,3,48.9918976,90,15.86538462,6.6,3,1,6,4,2,190,30,3,1,1,2,3,2570,441,0,3,1,3,4,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207945,GM14049B-24,,plot,5329628,202267IDEPR_repe_rep1_GM14049B-24_353,1,1,353,8,16,test,,0,38.39288703,200,32.69230769,13.6,4,1,21,4,1,200,40,4,3,1,1,3,4360,536,0,4,1,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207947,GM14049B-26,,plot,5329678,202267IDEPR_repe_rep1_GM14049B-26_709,1,1,709,16,28,test,,0,36.05465581,170,22.59615385,9.4,4,1,14,4,3,170,30,3,3,1,2,3,3940,439,2,3,1,3,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207948,GM14049B-27,,plot,5329774,202267IDEPR_repe_rep1_GM14049B-27_362,1,1,362,8,7,test,,0,38.24137765,230,22.59615385,9.4,3,1,19,4,2,230,60,4,3,1,2,3,4730,578,0,4,1,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207949,GM14049B-28,,plot,5329342,202267IDEPR_repe_rep1_GM14049B-28_805,1,1,805,18,24,test,,2,34.28251388,160,6.730769231,2.8,3,1,7,4,2,210,40,2,3,2,3,3,2810,288,0,2,1,2,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207950,GM14049B-29,,plot,5330020,202267IDEPR_repe_rep1_GM14049B-29_385,1,1,385,9,17,test,,0,39.93089245,230,24.03846154,10,4,1,26,4,2,230,50,3,3,1,2,3,4020,524,0,4,1,2,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207951,GM14049B-30,,plot,5328652,202267IDEPR_repe_rep1_GM14049B-30_19,1,1,19,1,19,test,,4,39.2135768,110,25.48076923,10.6,3,1,19,4,3,220,50,4,3,1,2,3,4720,599,0,4,1,2,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207952,GM14049B-31,,plot,5328765,202267IDEPR_repe_rep1_GM14049B-31_535,1,1,535,12,18,test,,3,39.3415878,100,26.68269231,11.1,5,1,24,4,3,240,30,4,1,1,2,3,4360,556,10,4,2,3,1,2," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207953,GM14049B-32,,plot,5330132,202267IDEPR_repe_rep1_GM14049B-32_447,1,1,447,10,14,test,,3,36.48017149,80,20.43269231,8.5,3,1,12,4,4,150,30,4,1,1,2,3,4210,478,0,4,1,2,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207954,GM14049B-33,,plot,5328881,202267IDEPR_repe_rep1_GM14049B-33_244,1,1,244,6,33,test,,3,34.10094622,210,20.43269231,8.5,4,1,17,4,2,240,50,3,3,1,2,3,4470,454,0,3,1,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207955,GM14049B-34,,plot,5329846,202267IDEPR_repe_rep1_GM14049B-34_544,1,1,544,12,9,test,,0,36.71388971,190,10.33653846,4.3,3,1,10,4,2,190,50,3,3,1,3,3,3810,437,0,2,1,2,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207956,GM14049B-35,,plot,5329522,202267IDEPR_repe_rep1_GM14049B-35_728,1,1,728,16,9,test,,0,35.84668305,200,17.30769231,7.2,3,1,14,4,2,200,40,4,3,1,2,3,3660,404,0,4,1,3,1,2," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207957,GM14049B-36,,plot,5328945,202267IDEPR_repe_rep1_GM14049B-36_278,1,1,278,7,2,test,,0,35.90133641,200,15.38461538,6.4,3,1,16,4,3,200,30,4,3,1,3,3,3660,405,1,4,1,2,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207958,GM14049B-37,,plot,5328880,202267IDEPR_repe_rep1_GM14049B-37_72,1,1,72,2,21,test,,4,39.90668449,90,23.79807692,9.9,3,1,12,4,2,180,40,4,1,1,1,3,4730,616,0,4,1,3,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207959,GM14049B-38,,plot,5329792,202267IDEPR_repe_rep1_GM14049B-38_423,1,1,423,10,38,test,,4,31.21433409,140,8.413461538,3.5,4,2,5,4,2,250,50,4,1,2,3,3,2910,252,8,4,2,2,1,3,"Def. Calcio (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207960,GM14049B-39,,plot,5328869,202267IDEPR_repe_rep1_GM14049B-39_292,1,1,292,7,16,test,,0,37.66837384,190,24.51923077,10.2,3,1,16,4,2,190,40,4,1,1,2,3,5000,597,2,4,1,2,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207961,GM14049B-40,,plot,5329699,202267IDEPR_repe_rep1_GM14049B-40_437,1,1,437,10,24,test,,0,37.5726997,220,25.96153846,10.8,4,1,26,4,2,220,50,4,1,1,2,3,4490,534,0,4,1,3,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207962,GM14049B-41,,plot,5329150,202267IDEPR_repe_rep1_GM14049B-41_39,1,1,39,1,39,test,,0,35.66165384,140,13.94230769,5.8,3,1,11,4,3,140,30,4,3,1,2,3,4230,463,0,4,1,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207963,GM14049B-42,,plot,5330241,202267IDEPR_repe_rep1_GM14049B-42_708,1,1,708,16,29,test,,0,39.73249938,220,34.85576923,14.5,4,1,27,4,1,220,50,4,3,1,1,3,4660,603,0,4,1,2,1,2," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207964,GM14049B-43,,plot,5329600,202267IDEPR_repe_rep1_GM14049B-43_308,1,1,308,7,32,test,,0,35.11304231,170,21.15384615,8.8,4,1,11,4,1,170,50,4,3,1,3,2,4180,446,0,4,1,2,2,2," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207965,GM14049B-44,,plot,5329185,202267IDEPR_repe_rep1_GM14049B-44_671,1,1,671,15,27,test,,0,39.43423601,180,15.86538462,6.6,3,1,12,4,1,180,40,3,3,1,3,3,3790,485,5,3,1,2,1,4," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207966,GM14049B-45,,plot,5329470,202267IDEPR_repe_rep1_GM14049B-45_44,1,1,44,1,44,test,,5,39.84818379,60,21.15384615,8.8,4,2,14,4,4,220,20,4,3,1,2,3,4240,551,0,4,1,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207967,GM14049B-46,,plot,5329588,202267IDEPR_repe_rep1_GM14049B-46_582,1,1,582,13,30,test,,0,23.81745469,130,15.38461538,6.4,3,1,15,4,4,130,20,4,1,1,2,3,3990,183,3,3,1,3,4,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207968,GM14049B-47,,plot,5329346,202267IDEPR_repe_rep1_GM14049B-47_211,1,1,211,5,27,test,,0,34.64393451,140,18.02884615,7.5,3,1,10,4,3,140,10,4,1,1,2,3,4160,434,1,4,1,3,4,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207969,GM14049B-48,,plot,5329336,202267IDEPR_repe_rep1_GM14049B-48_197,1,1,197,5,13,test,,0,31.67328106,120,12.01923077,5,3,1,18,4,5,120,20,4,1,1,3,3,3640,324,1,4,1,3,4,5," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207970,GM14049B-49,,plot,5328922,202267IDEPR_repe_rep1_GM14049B-49_31,1,1,31,1,31,test,,0,39.129731,180,12.98076923,5.4,3,1,7,4,3,180,30,3,3,1,3,2,3660,463,0,3,1,2,4,2," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207971,GM14049B-50,,plot,5329059,202267IDEPR_repe_rep1_GM14049B-50_664,1,1,664,15,20,test,,1,41.45392638,130,17.54807692,7.3,4,1,12,4,1,200,30,4,3,1,2,3,3780,520,0,4,1,3,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207972,GM14049B-51,,plot,5329062,202267IDEPR_repe_rep1_GM14049B-51_741,1,1,741,17,5,test,,0,34.44814126,190,18.99038462,7.9,3,1,17,4,3,190,30,3,3,1,2,3,4200,434,0,3,1,2,3,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207973,GM14049B-52,,plot,5329042,202267IDEPR_repe_rep1_GM14049B-52_516,1,1,516,12,37,test,,0,38.25636894,200,26.68269231,11.1,4,1,22,4,1,200,60,4,3,1,2,3,4490,549,2,4,1,2,2,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207974,GM14049B-53,,plot,5328858,202267IDEPR_repe_rep1_GM14049B-53_122,1,1,122,3,30,test,,3,39.39773508,120,11.05769231,4.6,3,1,12,4,3,220,30,4,3,1,3,3,3670,469,2,4,1,3,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207975,GM14049B-54,,plot,5328950,202267IDEPR_repe_rep1_GM14049B-54_732,1,1,732,16,5,test,,0,42.38282844,190,14.18269231,5.9,3,1,6,4,2,190,40,2,3,1,2,3,3770,535,0,3,1,3,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207976,GM14049B-55,,plot,5329293,202267IDEPR_repe_rep1_GM14049B-55_184,1,1,184,4,1,test,,0,37.22675148,270,15.38461538,6.4,4,1,6,4,2,270,60,4,3,1,3,3,3250,381,7,4,1,3,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207977,GM14049B-56,,plot,5329913,202267IDEPR_repe_rep1_GM14049B-56_289,1,1,289,7,13,test,,4,39.89489744,130,32.21153846,13.4,3,1,20,4,2,200,20,4,1,2,1,3,4540,591,3,4,1,3,4,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207978,GM14049B-57,,plot,5329440,202267IDEPR_repe_rep1_GM14049B-57_284,1,1,284,7,8,test,,0,38.97373463,200,14.90384615,6.2,3,1,12,4,2,200,40,4,3,1,3,3,4000,503,2,4,1,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207979,GM14049B-58,,plot,5330106,202267IDEPR_repe_rep1_GM14049B-58_748,1,1,748,17,12,test,,2,36.40976203,80,15.86538462,6.6,3,2,9,4,3,180,40,3,1,1,2,3,4170,472,0,4,1,3,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207980,GM14049B-59,,plot,5329314,202267IDEPR_repe_rep1_GM14049B-59_626,1,1,626,14,19,test,,0,39.85202054,150,10.09615385,4.2,3,1,5,4,3,150,30,3,2,1,3,3,3470,451,0,3,1,3,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207981,GM14049B-60,,plot,5328641,202267IDEPR_repe_rep1_GM14049B-60_755,1,1,755,17,19,test,,0,39.75437912,180,18.26923077,7.6,4,1,0,4,2,180,30,4,3,1,2,3,3830,496,0,4,1,3,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207982,GM14049B-61,,plot,5329937,202267IDEPR_repe_rep1_GM14049B-61_62,1,1,62,2,31,test,,0,38.48161364,180,21.39423077,8.9,3,1,15,4,2,180,30,4,3,1,2,2,3980,491,1,4,1,2,4,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207983,GM14049B-62,,plot,5328894,202267IDEPR_repe_rep1_GM14049B-62_454,1,1,454,10,7,test,,0,34.97197421,270,26.44230769,11,4,1,26,4,1,270,60,4,1,1,2,3,4510,478,1,4,1,3,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207984,GM14049B-63,,plot,5329315,202267IDEPR_repe_rep1_GM14049B-63_628,1,1,628,14,17,test,,0,33.65229049,160,16.34615385,6.8,3,1,18,4,4,160,20,4,3,1,2,3,4120,409,3,4,1,3,2,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207985,GM14049B-64,,plot,5328680,202267IDEPR_repe_rep1_GM14049B-64_312,1,1,312,7,36,test,,1,36.62344059,90,16.34615385,6.8,4,1,6,4,2,160,10,4,1,3,3,3,4000,457,3,4,1,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207986,GM14049B-65,,plot,5329624,202267IDEPR_repe_rep1_GM14049B-65_135,1,1,135,3,43,test,,1,36.45508941,110,12.5,5.2,3,1,16,4,2,220,60,2,1,1,2,3,3280,372,0,2,1,3,2,3," (Operator: lizbethpino, Time: )"
